SCI_NAME,TAXON_ORDER,PRIMARY_COM_NAME,CATEGORY,ORDER_NAME,FAMILY_NAME,SUBFAMILY_NAME,GENUS_NAME,SPECIES_NAME
Amazona_viridigenalis,11591.93,Red-crowned_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,viridigenalis
Amazona_vittata,11591.87,Puerto_Rican_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,vittata
Amazona_xantholora,11591.78,Yellow-lored_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,xantholora
Amazonetta_brasiliensis,362,Brazilian_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Amazonetta,brasiliensis
Amblycercus_holosericeus,30638,Yellow-billed_Cacique,species,Passeriformes,Icteridae (Troupials and Allies),?,Amblycercus,holosericeus
Amblycercus_holosericeus_australis,30642,Yellow-billed_Cacique_(Chapman's),issf,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Amblycercus_holosericeus_holosericeus/flavirostris,30639,Yellow-billed_Cacique_(Prevost's),issf,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Amblyramphus_holosericeus,30480,Scarlet-headed_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Amblyramphus,holosericeus
Ammodramus_aurifrons,29806,Yellow-browed_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,aurifrons
Ammodramus_bairdii,29811,Baird's_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,bairdii
Ammodramus_caudacutus,29822,Saltmarsh_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,caudacutus
Ammodramus_henslowii,29812,Henslow's_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,henslowii
Ammodramus_humeralis,29801,Grassland_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,humeralis
Ammodramus_leconteii,29815,Le_Conte's_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,leconteii
Ammodramus_maritimus,29826,Seaside_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,maritimus
Ammodramus_maritimus_[sennetti_Group],29832,Seaside_Sparrow_(Gulf_of_Mexico),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_maritimus_maritimus/macgillivraii,29827,Seaside_Sparrow_(Atlantic),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_maritimus_mirabilis,29837,Seaside_Sparrow_(Cape_Sable),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_maritimus_nigrescens,29831,Seaside_Sparrow_(Dusky),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_nelsoni,29816,Nelson's_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,nelsoni
Ammodramus_nelsoni_nelsoni/alter,29817,Nelson's_Sparrow_(Interior),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_nelsoni_subvirgatus,29820,Nelson's_Sparrow_(Atlantic_Coast),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_nelsoni/caudacutus,29825,Nelson's/Saltmarsh_Sparrow,slash,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_savannarum,29788,Grasshopper_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Ammodramus,savannarum
Ammodramus_savannarum_floridanus,29793,Grasshopper_Sparrow_(Florida),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_savannarum_perpallidus/ammolegus,29789,Grasshopper_Sparrow_(Western),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_savannarum_pratensis,29792,Grasshopper_Sparrow_(Eastern),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ammodramus_sp.,29838,Ammodramus_sp.,spuh,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Ampelioides_tschudii,15116,Scaled_Fruiteater,species,Passeriformes,Cotingidae (Cotingas),?,Ampelioides,tschudii
Ampelion_rubrocristatus,15125,Red-crested_Cotinga,species,Passeriformes,Cotingidae (Cotingas),?,Ampelion,rubrocristatus
Ampelion_rufaxilla,15126,Chestnut-crested_Cotinga,species,Passeriformes,Cotingidae (Cotingas),?,Ampelion,rufaxilla
Amphispiza_bilineata,29743,Black-throated_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Amphispiza,bilineata
Amphispiza_quinquestriata,29742,Five-striped_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Amphispiza,quinquestriata
Anabacerthia_amaurotis,13655.2,White-browed_Foliage-gleaner,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Anabacerthia,amaurotis
Anabacerthia_striaticollis,13653.8,Montane_Foliage-gleaner,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Anabacerthia,striaticollis
Anabacerthia_variegaticeps,13653.2,Scaly-throated_Foliage-gleaner,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Anabacerthia,variegaticeps
Anabacerthia_variegaticeps_temporalis,13653.6,Scaly-throated_Foliage-gleaner_(Spot-breasted),issf,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,?,?
Anabacerthia/Syndactyla_sp.,13661,foliage-gleaner_sp.,spuh,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,?,?
Anabazenops_dorsalis,13646.8,Dusky-cheeked_Foliage-gleaner,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Anabazenops,dorsalis
Anabazenops_fuscus,13647,White-collared_Foliage-gleaner,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Anabazenops,fuscus
Anairetes_agilis,13862,Agile_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,agilis
Anairetes_agraphia,13863,Unstreaked_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,agraphia
Anairetes_alpinus,13849,Ash-breasted_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,alpinus
Anairetes_fernandezianus,13861,Juan_Fernandez_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,fernandezianus
Anairetes_flavirostris,13852,Yellow-billed_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,flavirostris
Anairetes_nigrocristatus,13845,Black-crested_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,nigrocristatus
Anairetes_parulus,13857,Tufted_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,parulus
Anairetes_reguloides,13846,Pied-crested_Tit-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Anairetes,reguloides
Anas_acuta,446,Northern_Pintail,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,acuta
Anas_americana,386,American_Wigeon,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,americana
Anas_americana_x_acuta,446.6,American_Wigeon_x_Northern_Pintail_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_americana_x_crecca,467.6,American_Wigeon_x_Green-winged_Teal_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_americana_x_platyrhynchos,402.8,American_Wigeon_x_Mallard_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_andium,468,Andean_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,andium
Anas_bahamensis,440,White-cheeked_Pintail,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,bahamensis
Anas_bahamensis_bahamensis/rubrirostris,441,White-cheeked_Pintail_(White-cheeked),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_bahamensis_galapagensis,444,White-cheeked_Pintail_(Galapagos),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_clypeata,439,Northern_Shoveler,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,clypeata
Anas_crecca,462,Green-winged_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,crecca
Anas_crecca_carolinensis,467,Green-winged_Teal_(American),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_crecca_crecca/nimia,463,Green-winged_Teal_(Eurasian),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_crecca_crecca/nimia_x_carolinensis,467.5,Green-winged_Teal_(intergrade),intergrade,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_cyanoptera,426,Cinnamon_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,cyanoptera
Anas_cyanoptera_x_clypeata,439.8,Cinnamon_Teal_x_Northern_Shoveler_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_discors,423,Blue-winged_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,discors
Anas_discors_x_clypeata,439.6,Blue-winged_Teal_x_Northern_Shoveler_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_discors_x_crecca,467.9,Blue-winged_x_Green-winged_Teal_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_discors_x_cyanoptera,432,Blue-winged_x_Cinnamon_Teal_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_discors/cyanoptera,433,Blue-winged/Cinnamon_Teal,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_falcata,383,Falcated_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,falcata
Anas_flavirostris,471,Yellow-billed_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,flavirostris
Anas_flavirostris_flavirostris,472,Yellow-billed_Teal_(flavirostris),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_flavirostris_oxyptera,473,Yellow-billed_Teal_(oxyptera),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_formosa,461,Baikal_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,formosa
Anas_fulvigula,409,Mottled_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,fulvigula
Anas_fulvigula_fulvigula,410,Mottled_Duck_(Florida),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_fulvigula_maculosa,411,Mottled_Duck_(Gulf_Coast),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_georgica,450,Yellow-billed_Pintail,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,georgica
Anas_georgica_georgica,451,Yellow-billed_Pintail_(South_Georgia),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_georgica_spinicauda/nicefori,452,Yellow-billed_Pintail_(South_American),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_laysanensis,413,Laysan_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,laysanensis
Anas_penelope,384,Eurasian_Wigeon,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,penelope
Anas_penelope_x_americana,386.5,Eurasian_x_American_Wigeon_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_penelope/americana,388.7,Eurasian/American_Wigeon,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platalea,434,Red_Shoveler,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,platalea
Anas_platyrhynchos,396,Mallard,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,platyrhynchos
Anas_platyrhynchos_(Domestic_type),402,Mallard_(Domestic_type),domestic,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_diazi,400,Mallard_(Mexican),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_platyrhynchos_x_diazi,401,Mallard_(Mexican_intergrade),intergrade,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_platyrhynchos/conboschas,397,Mallard_(Northern),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_x_acuta,446.8,Mallard_x_Northern_Pintail_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_x_clypeata,439.4,Mallard_x_Northern_Shoveler_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_x_crecca,467.8,Mallard_x_Green-winged_Teal_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_x_fulvigula,411.5,Mallard_x_Mottled_Duck_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos_x_wyvilliana,412.5,Mallard_x_Hawaiian_Duck_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_platyrhynchos/fulvigula,411.6,Mallard/Mottled_Duck,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_puna,458,Puna_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,puna
Anas_querquedula,460,Garganey,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,querquedula
Anas_rubripes,390,American_Black_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,rubripes
Anas_rubripes_x_platyrhynchos,402.9,American_Black_Duck_x_Mallard_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_rubripes/fulvigula,411.3,American_Black/Mottled_Duck,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_rubripes/platyrhynchos,403,American_Black_Duck/Mallard,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_sibilatrix,389,Chiloe_Wigeon,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,sibilatrix
Anas_sp.,487,dabbling_duck_sp.,spuh,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_sp._(teal_sp.),486,teal_sp.,spuh,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_strepera,377,Gadwall,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,strepera
Anas_strepera_strepera,378,Gadwall_(Common),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_strepera_x_acuta,446.3,Gadwall_x_Northern_Pintail_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_strepera_x_clypeata,439.2,Gadwall_x_Northern_Shoveler_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_strepera_x_platyrhynchos,402.4,Gadwall_x_Mallard_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anas_superciliosa,418,Pacific_Black_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,superciliosa
Anas_versicolor,455,Silver_Teal,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,versicolor
Anas_wyvilliana,412,Hawaiian_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anas,wyvilliana
Anatidae_sp.,579,waterfowl_sp.,spuh,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anatinae_sp.,578,duck_sp.,spuh,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Ancistrops_strigilatus,13661.6,Chestnut-winged_Hookbill,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Ancistrops,strigilatus
Andigena_cucullata,10654,Hooded_Mountain-Toucan,species,Piciformes,Ramphastidae (Toucans),?,Andigena,cucullata
Andigena_hypoglauca,10650,Gray-breasted_Mountain-Toucan,species,Piciformes,Ramphastidae (Toucans),?,Andigena,hypoglauca
Andigena_laminirostris,10653,Plate-billed_Mountain-Toucan,species,Piciformes,Ramphastidae (Toucans),?,Andigena,laminirostris
Andigena_nigrirostris,10655,Black-billed_Mountain-Toucan,species,Piciformes,Ramphastidae (Toucans),?,Andigena,nigrirostris
Androdon_aequatorialis,8514,Tooth-billed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Androdon,aequatorialis
Anhima_cornuta,208,Horned_Screamer,species,Anseriformes,Anhimidae (Screamers),?,Anhima,cornuta
Anhinga_anhinga,2056,Anhinga,species,Suliformes,Anhingidae (Anhingas),?,Anhinga,anhinga
Anhinga_rufa,2060,African_Darter,species,Suliformes,Anhingidae (Anhingas),?,Anhinga,rufa
Anisognathus_igniventris,28494,Scarlet-bellied_Mountain-Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Anisognathus,igniventris
Anisognathus_lacrymosus,28485,Lacrimose_Mountain-Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Anisognathus,lacrymosus
Anisognathus_melanogenys,28484,Black-cheeked_Mountain-Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Anisognathus,melanogenys
Anisognathus_notabilis,28509,Black-chinned_Mountain-Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Anisognathus,notabilis
Anisognathus_somptuosus,28499,Blue-winged_Mountain-Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Anisognathus,somptuosus
Anodorhynchus_hyacinthinus,11590.21,Hyacinth_Macaw,species,Psittaciformes,Psittacidae (Parrots),?,Anodorhynchus,hyacinthinus
Anodorhynchus_leari,11590.23,Indigo_Macaw,species,Psittaciformes,Psittacidae (Parrots),?,Anodorhynchus,leari
Anopetia_gounellei,8422,Broad-tipped_Hermit,species,Apodiformes,Trochilidae (Hummingbirds),?,Anopetia,gounellei
Anous_minutus,4386,Black_Noddy,species,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,Anous,minutus
Anous_minutus_americanus,4392,Black_Noddy_(Caribbean),issf,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,?,?
Anous_minutus_diamesus,4391,Black_Noddy_(East_Pacific),issf,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,?,?
Anous_minutus_melanogenys,4390,Black_Noddy_(Hawaiian),issf,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,?,?
Anous_stolidus,4380,Brown_Noddy,species,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,Anous,stolidus
Anous_stolidus/minutus,4397,Brown/Black_Noddy,slash,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,?,?
Anser_albifrons,237,Greater_White-fronted_Goose,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anser,albifrons
Anser_albifrons_elgasi,243,Greater_White-fronted_Goose_(Tule),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_albifrons_flavirostris,239,Greater_White-fronted_Goose_(Greenland),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_albifrons_gambelli/frontalis,240,Greater_White-fronted_Goose_(Western),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_albifrons_x_Branta_canadensis,287.4,Greater_White-fronted_x_Canada_Goose_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_albifrons_x_Branta_hutchinsii,276.3,Greater_White-fronted_x_Cackling_Goose_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_albifrons_x_Chen_caerulescens,256.5,Greater_White-fronted_x_Snow_Goose_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_anser,248,Graylag_Goose,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anser,anser
Anser_anser_(Domestic_type),251,Graylag_Goose_(Domestic_type),domestic,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_anser_(Domestic_type)_x_Branta_canadensis,287.6,Graylag_Goose_(Domestic_type)_x_Canada_Goose_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_anser_anser,249,Graylag_Goose_(European),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_brachyrhynchus,236,Pink-footed_Goose,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anser,brachyrhynchus
Anser_cygnoides_(Domestic_type),227.3,Swan_Goose_(Domestic_type),domestic,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_cygnoides_(Domestic_type)_x_Branta_canadensis,287.1,Swan_Goose_(Domestic_type)_x_Canada_Goose_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_fabalis,228,Taiga_Bean-Goose,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anser,fabalis
Anser_fabalis/serrirostris,235,Taiga/Tundra_Bean-Goose,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anser_serrirostris,232,Tundra_Bean-Goose,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Anser,serrirostris
Anser/Chen/Branta_sp.,292,goose_sp.,spuh,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Anthocephala_floriceps,8626,Blossomcrown,species,Apodiformes,Trochilidae (Hummingbirds),?,Anthocephala,floriceps
Anthracothorax_dominicus,8544,Antillean_Mango,species,Apodiformes,Trochilidae (Hummingbirds),?,Anthracothorax,dominicus
Anthracothorax_mango,8548,Jamaican_Mango,species,Apodiformes,Trochilidae (Hummingbirds),?,Anthracothorax,mango
Anthracothorax_nigricollis,8540,Black-throated_Mango,species,Apodiformes,Trochilidae (Hummingbirds),?,Anthracothorax,nigricollis
Anthracothorax_prevostii,8534,Green-breasted_Mango,species,Apodiformes,Trochilidae (Hummingbirds),?,Anthracothorax,prevostii
Anthracothorax_prevostii_[prevostii_Group],8536,Green-breasted_Mango_(Green-breasted),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Anthracothorax_prevostii_iridescens,8538,Green-breasted_Mango_(Ecuadorian),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Anthracothorax_sp.,8550,mango_sp.,spuh,Apodiformes,Trochilidae (Hummingbirds),?,?,?
